0.7495309568480301,0.6201935328864694,32,32,0.1,0.0001,0.0001
0.7476547842401501,0.6389697454660068,32,32,0.2,0.0001,0.0001
0.7392120075046904,0.6941275106809376,32,32,0.3,0.0001,0.0001
0.7636022515189581,0.6396730314052574,32,32,0.4,0.0001,0.0001
0.7504690433756271,0.6695808093945931,32,64,0.1,0.0001,0.0001
0.7457786118559274,0.6874079601402354,32,64,0.2,0.0001,0.0001
0.7213883677298312,0.6752542631934776,32,64,0.3,0.0001,0.0001
0.7288930579376937,0.7323394928819467,32,64,0.4,0.0001,0.0001
0.7195121953456084,0.7541984250353156,32,128,0.1,0.0001,0.0001
0.724202626641651,0.6834288360253955,32,128,0.2,0.0001,0.0001
0.6857410884037698,0.7066099371963773,32,128,0.3,0.0001,0.0001
0.7363977484810419,0.718496522581376,32,128,0.4,0.0001,0.0001
0.5168855536945766,0.6962101033436201,32,256,0.1,0.0001,0.0001
0.6613508442776735,0.7175757042909876,32,256,0.2,0.0001,0.0001
0.6801125702446442,0.7686845817887984,32,256,0.3,0.0001,0.0001
0.68105065688407,0.6871195011693586,32,256,0.4,0.0001,0.0001
0.7579737338071468,0.6745109364641988,64,32,0.1,0.0001,0.0001
0.7485928707677473,0.6439584220775296,64,32,0.2,0.0001,0.0001
0.7495309567362014,0.6331892996523215,64,32,0.3,0.0001,0.0001
0.7382739214244076,0.6671698203006337,64,32,0.4,0.0001,0.0001
0.7401500938645447,0.6694002375146462,64,64,0.1,0.0001,0.0001
0.7363977488165278,0.6779195207815903,64,64,0.2,0.0001,0.0001
0.7457786118559274,0.6417660563345474,64,64,0.3,0.0001,0.0001
0.7589118197756011,0.6372302497752835,64,64,0.4,0.0001,0.0001
0.7514071294559099,0.6781247062486288,64,128,0.1,0.0001,0.0001
0.7504690433756271,0.7023692417323701,64,128,0.2,0.0001,0.0001
0.7598499061913696,0.62613644675958,64,128,0.3,0.0001,0.0001
0.7382739214244076,0.6564338334729479,64,128,0.4,0.0001,0.0001
0.757035647503207,0.65848199466827,64,256,0.1,0.0001,0.0001
0.7429643526086217,0.6854442397156978,64,256,0.2,0.0001,0.0001
0.7354596622889306,0.6791699621511892,64,256,0.3,0.0001,0.0001
0.733583489569222,0.7063031136206793,64,256,0.4,0.0001,0.0001
0.7626641653268467,0.6253207199569044,128,32,0.1,0.0001,0.0001
0.7523452157598499,0.6732806014298945,128,32,0.2,0.0001,0.0001
0.7448405253283302,0.6653530541772467,128,32,0.3,0.0001,0.0001
0.7467166979362101,0.6549784707754682,128,32,0.4,0.0001,0.0001
0.7467166979362101,0.6643978056496125,128,64,0.1,0.0001,0.0001
0.7392120075046904,0.6731680848585061,128,64,0.2,0.0001,0.0001
0.7420262664724246,0.7082434416264575,128,64,0.3,0.0001,0.0001
0.7439024389125617,0.6723183137390896,128,64,0.4,0.0001,0.0001
0.7467166981598673,0.6726025969181454,128,128,0.1,0.0001,0.0001
0.7523452157598499,0.6458315388570359,128,128,0.2,0.0001,0.0001
0.7495309569039443,0.6629891410106565,128,128,0.3,0.0001,0.0001
0.7514071296795671,0.6810341574684987,128,128,0.4,0.0001,0.0001
0.7514071294559099,0.6594398448883257,128,256,0.1,0.0001,0.0001
0.7589118201110868,0.6585293558704025,128,256,0.2,0.0001,0.0001
0.7185741088180112,0.696542029309228,128,256,0.3,0.0001,0.0001
0.7439024392480474,0.6484862836619479,128,256,0.4,0.0001,0.0001
0.7485928705440901,0.6325632318099489,256,32,0.1,0.0001,0.0001
0.7476547844638073,0.6726393799173451,256,32,0.2,0.0001,0.0001
0.7439024392480474,0.6826931186733282,256,32,0.3,0.0001,0.0001
0.7420262666401676,0.6414941957475544,256,32,0.4,0.0001,0.0001
0.7448405255519874,0.6636929142989539,256,64,0.1,0.0001,0.0001
0.7607879924953096,0.6364580670172457,256,64,0.2,0.0001,0.0001
0.7420262663046817,0.6710812687650183,256,64,0.3,0.0001,0.0001
0.7457786118559274,0.62349116768667,256,64,0.4,0.0001,0.0001
0.7476547844638073,0.6331573373604894,256,128,0.1,0.0001,0.0001
0.754221388591387,0.626492535643014,256,128,0.2,0.0001,0.0001
0.757035647503207,0.6583643877707548,256,128,0.3,0.0001,0.0001
0.7636022516307867,0.6417760037123375,256,128,0.4,0.0001,0.0001
0.7636022516307867,0.613220325777723,256,256,0.1,0.0001,0.0001
0.7514071293440814,0.6263045208986436,256,256,0.2,0.0001,0.0001
0.777673546189886,0.5940379403098216,256,256,0.3,0.0001,0.0001
